subject,mag,prev_policy,mu_val_pe_graph,m
126,10,NA,-0.9292921247632744,0.5
126,10,NA,0.07516619199555553,0
126,10,NA,0.8463582874052864,1
126,50,1,-0.42912256917699115,1
126,50,1,0.07516619199555553,1
126,50,1,0.4568881645622222,1
126,50,1,0.8463582874052864,1
126,50,1,1.370355383663697,1
126,50,1,2.3996080321492204,1
126,50,NA,0.8463582874052864,1
126,50,NA,1.370355383663697,1
126,50,NA,2.3996080321492204,1
128,5,0,-2.2421644878318583,0
128,5,0,-1.3527611886488888,0
128,5,0,-0.9292921247632744,0
128,5,0,-0.42912256917699115,0
128,5,0,-0.1847670895389755,0
128,5,0,0.4568881645622222,0
128,5,NA,-2.2421644878318583,0
128,5,NA,-1.3527611886488888,0
128,5,NA,-0.42912256917699115,0
128,10,0,-2.2421644878318583,0.25
128,10,0,-1.3527611886488888,0.5714285714285714
128,10,0,-0.9292921247632744,0
128,10,0,-0.42912256917699115,0
128,10,0,-0.1847670895389755,0
128,10,0,0.07516619199555553,0.4444444444444444
128,10,0,0.8463582874052864,0.4
128,10,1,-2.2421644878318583,0.5
128,10,1,-1.3527611886488888,1
128,10,1,-0.9292921247632744,0.5714285714285714
128,10,1,0.07516619199555553,0.3333333333333333
128,10,1,0.8463582874052864,0
128,10,NA,-1.3527611886488888,0
128,10,NA,0.07516619199555553,0
128,10,NA,0.8463582874052864,1
128,50,1,-0.42912256917699115,1
128,50,1,0.4568881645622222,1
128,50,1,0.8463582874052864,1
128,50,1,1.370355383663697,1
128,50,1,2.3996080321492204,1
128,50,NA,-0.42912256917699115,1
128,50,NA,2.3996080321492204,1
130,5,0,-2.2421644878318583,0
130,5,0,-1.3527611886488888,0
130,5,0,-0.42912256917699115,0
130,5,0,-0.1847670895389755,0.16666666666666666
130,5,0,0.4568881645622222,0.07142857142857142
130,5,0,0.8463582874052864,0
130,5,1,-0.1847670895389755,0
130,5,1,0.4568881645622222,0
130,5,NA,-0.9292921247632744,0
130,5,NA,-0.42912256917699115,0
130,5,NA,0.4568881645622222,0
130,10,0,-2.2421644878318583,0.3
130,10,0,-1.3527611886488888,0.25
130,10,0,-0.9292921247632744,0.09090909090909091
130,10,0,-0.42912256917699115,0
130,10,0,-0.1847670895389755,0.2222222222222222
130,10,0,0.07516619199555553,0
130,10,0,0.8463582874052864,0.8333333333333334
130,10,1,-2.2421644878318583,0
130,10,1,-1.3527611886488888,0.5
130,10,1,-0.1847670895389755,0
130,10,1,0.07516619199555553,0
130,10,1,0.8463582874052864,0.25
130,10,NA,-0.9292921247632744,0
130,10,NA,0.8463582874052864,1
130,50,0,2.3996080321492204,1
130,50,1,-0.42912256917699115,1
130,50,1,0.07516619199555553,1
130,50,1,0.4568881645622222,1
130,50,1,0.8463582874052864,1
130,50,1,1.370355383663697,1
130,50,1,2.3996080321492204,1
130,50,NA,2.3996080321492204,0.75
131,5,0,-2.2421644878318583,0
131,5,0,-1.3527611886488888,0.14285714285714285
131,5,0,-0.42912256917699115,0.125
131,5,0,-0.1847670895389755,0
131,5,0,0.4568881645622222,0.09090909090909091
131,5,1,0.4568881645622222,1
131,5,NA,-2.2421644878318583,0
131,5,NA,-1.3527611886488888,0
131,5,NA,-0.42912256917699115,0
131,5,NA,-0.1847670895389755,0
131,10,0,-2.2421644878318583,0
131,10,0,-1.3527611886488888,0.6666666666666666
131,10,0,-0.9292921247632744,1
131,10,0,-0.1847670895389755,1
131,10,1,-2.2421644878318583,0.6
131,10,1,-1.3527611886488888,0.5
131,10,1,-0.9292921247632744,1
131,10,1,-0.1847670895389755,1
131,10,1,0.07516619199555553,1
131,10,1,0.8463582874052864,0.75
131,10,NA,-2.2421644878318583,0
131,10,NA,-0.9292921247632744,1
131,10,NA,0.07516619199555553,0.6666666666666666
131,50,0,2.3996080321492204,1
131,50,1,-1.3527611886488888,1
131,50,1,-0.42912256917699115,1
131,50,1,0.07516619199555553,1
131,50,1,0.4568881645622222,1
131,50,1,0.8463582874052864,1
131,50,1,1.370355383663697,0.9285714285714286
131,50,1,2.3996080321492204,1
131,50,NA,1.370355383663697,1
131,50,NA,2.3996080321492204,1
132,5,0,-2.2421644878318583,0
132,5,0,-1.3527611886488888,0
132,5,0,-0.9292921247632744,0
132,5,0,-0.42912256917699115,0
132,5,0,-0.1847670895389755,0
132,5,0,0.4568881645622222,0
132,5,0,0.8463582874052864,0.3333333333333333
132,5,1,-0.42912256917699115,0
132,5,NA,-2.2421644878318583,0
132,5,NA,-1.3527611886488888,0
132,5,NA,-0.42912256917699115,0
132,10,0,-2.2421644878318583,0
132,10,0,-1.3527611886488888,1
132,10,0,-0.9292921247632744,0.5
132,10,0,-0.1847670895389755,1
132,10,0,0.07516619199555553,0
132,10,0,0.8463582874052864,0.6666666666666666
132,10,1,-2.2421644878318583,0.4
132,10,1,-1.3527611886488888,1
132,10,1,-0.9292921247632744,0.8
132,10,1,-0.1847670895389755,0.625
132,10,1,0.07516619199555553,0.6666666666666666
132,10,1,0.4568881645622222,1
132,10,1,0.8463582874052864,0.625
132,10,NA,-2.2421644878318583,1
132,10,NA,-1.3527611886488888,1
132,10,NA,-0.9292921247632744,0
132,10,NA,0.07516619199555553,1
132,50,1,-0.42912256917699115,1
132,50,1,0.07516619199555553,1
132,50,1,0.4568881645622222,1
132,50,1,0.8463582874052864,1
132,50,1,1.370355383663697,1
132,50,1,2.3996080321492204,1
132,50,NA,0.4568881645622222,1
132,50,NA,1.370355383663697,1
132,50,NA,2.3996080321492204,1
133,5,0,-2.2421644878318583,0.2
133,5,0,-1.3527611886488888,0
133,5,0,-0.1847670895389755,0
133,5,0,0.07516619199555553,0.1
133,5,0,0.8463582874052864,0.5
133,5,1,-2.2421644878318583,0.5
133,5,1,-1.3527611886488888,0.5
133,5,1,-0.1847670895389755,0.3333333333333333
133,5,1,0.07516619199555553,1
133,5,1,0.8463582874052864,1
133,5,NA,-2.2421644878318583,0
133,5,NA,-1.3527611886488888,0.5
133,5,NA,-0.1847670895389755,0
133,10,0,-2.2421644878318583,0
133,10,0,-1.3527611886488888,0
133,10,0,-0.9292921247632744,0.8
133,10,0,0.07516619199555553,1
133,10,0,0.4568881645622222,1
133,10,1,-2.2421644878318583,0.625
133,10,1,-1.3527611886488888,1
133,10,1,-0.9292921247632744,0.7857142857142857
133,10,1,-0.1847670895389755,1
133,10,1,0.07516619199555553,1
133,10,1,0.8463582874052864,0.6666666666666666
133,10,1,1.370355383663697,0.75
133,10,NA,-2.2421644878318583,1
133,10,NA,-0.9292921247632744,1
133,50,1,-0.9292921247632744,1
133,50,1,0.07516619199555553,1
133,50,1,0.8463582874052864,1
133,50,1,1.370355383663697,1
133,50,1,2.3996080321492204,1
133,50,NA,0.07516619199555553,1
133,50,NA,1.370355383663697,1
133,50,NA,2.3996080321492204,1
135,5,0,-2.2421644878318583,0.2
135,5,0,-1.3527611886488888,0.09090909090909091
135,5,0,-0.42912256917699115,0.07692307692307693
135,5,0,-0.1847670895389755,0
135,5,0,0.07516619199555553,0
135,5,0,0.4568881645622222,0.23076923076923078
135,5,1,-2.2421644878318583,1
135,5,1,0.4568881645622222,0.25
135,5,NA,-2.2421644878318583,0
135,5,NA,0.4568881645622222,0
135,10,0,-0.1847670895389755,1
135,10,0,0.4568881645622222,1
135,10,1,-2.2421644878318583,1
135,10,1,-1.3527611886488888,1
135,10,1,-0.9292921247632744,1
135,10,1,-0.42912256917699115,1
135,10,1,-0.1847670895389755,0.9090909090909091
135,10,1,0.07516619199555553,1
135,10,1,0.4568881645622222,0.75
135,10,1,0.8463582874052864,1
135,10,NA,-0.9292921247632744,1
135,10,NA,0.07516619199555553,1
135,10,NA,0.8463582874052864,1
135,50,1,-1.3527611886488888,1
135,50,1,-0.42912256917699115,1
135,50,1,0.07516619199555553,1
135,50,1,0.4568881645622222,1
135,50,1,0.8463582874052864,1
135,50,1,1.370355383663697,1
135,50,1,2.3996080321492204,1
135,50,NA,1.370355383663697,1
135,50,NA,2.3996080321492204,1
