m,se,region,glm,contrast,timepoint,region_label
0.0279964917117255,0.0149708198620369,DRN,GLM_04.3a,contr_1,2.2857142857142856,DRN-dACC
0.0275435196328057,0.0153213689037046,DRN,GLM_04.3a,contr_1,2.375,DRN-dACC
0.0264765856506148,0.0156343997070648,DRN,GLM_04.3a,contr_1,2.4642857142857144,DRN-dACC
0.0248299599247964,0.0159050881484087,DRN,GLM_04.3a,contr_1,2.553571428571429,DRN-dACC
0.0226680673062802,0.0161332048095303,DRN,GLM_04.3a,contr_1,2.6428571428571432,DRN-dACC
0.0200781983811225,0.0163219441256481,DRN,GLM_04.3a,contr_1,2.7321428571428568,DRN-dACC
0.017157179339655,0.0164789929543264,DRN,GLM_04.3a,contr_1,2.821428571428571,DRN-dACC
0.0140004890600028,0.0166170884532295,DRN,GLM_04.3a,contr_1,2.9107142857142856,DRN-dACC
0.0106946378322251,0.0167496072262653,DRN,GLM_04.3a,contr_1,3,DRN-dACC
0.00731324473514269,0.0168860576060428,DRN,GLM_04.3a,contr_1,3.0892857142857135,DRN-dACC
0.00393671298650846,0.0170307995925383,DRN,GLM_04.3a,contr_1,3.178571428571429,DRN-dACC
6.53199613853526e-4,0.017185081685621,DRN,GLM_04.3a,contr_1,3.2678571428571432,DRN-dACC
-0.00245841181479094,0.0173470943973553,DRN,GLM_04.3a,contr_1,3.3571428571428568,DRN-dACC
-0.00533466895767434,0.0175113063381708,DRN,GLM_04.3a,contr_1,3.446428571428571,DRN-dACC
-0.00793244507870882,0.0176697527874764,DRN,GLM_04.3a,contr_1,3.5357142857142865,DRN-dACC
-0.0102223382422384,0.0178139042446154,DRN,GLM_04.3a,contr_1,3.625,DRN-dACC
-0.0121969221386353,0.0179349610352272,DRN,GLM_04.3a,contr_1,3.7142857142857135,DRN-dACC
-0.0138713271268508,0.0180292459123143,DRN,GLM_04.3a,contr_1,3.803571428571429,DRN-dACC
-0.0152679055953004,0.0180995484278185,DRN,GLM_04.3a,contr_1,3.8928571428571432,DRN-dACC
-0.0164107520411029,0.0181525297544595,DRN,GLM_04.3a,contr_1,3.9821428571428568,DRN-dACC
-0.0173170818132441,0.0181957114814524,DRN,GLM_04.3a,contr_1,4.071428571428571,DRN-dACC
-0.0180027918396407,0.0182357780444111,DRN,GLM_04.3a,contr_1,4.1607142857142865,DRN-dACC
-0.0184815529376119,0.0182772999305766,DRN,GLM_04.3a,contr_1,4.25,DRN-dACC
-0.0187727873647648,0.0183207280094408,DRN,GLM_04.3a,contr_1,4.3392857142857135,DRN-dACC
-0.0189008736560256,0.0183621262175559,DRN,GLM_04.3a,contr_1,4.428571428571429,DRN-dACC
-0.0188988982200957,0.0183943849659584,DRN,GLM_04.3a,contr_1,4.517857142857143,DRN-dACC
-0.0188155470859441,0.0184083801302293,DRN,GLM_04.3a,contr_1,4.607142857142857,DRN-dACC
-0.0187039583832178,0.0183927337432801,DRN,GLM_04.3a,contr_1,4.696428571428571,DRN-dACC
-0.0186221117481694,0.0183372443630377,DRN,GLM_04.3a,contr_1,4.7857142857142865,DRN-dACC
-0.0186224191649803,0.0182340524451471,DRN,GLM_04.3a,contr_1,4.875,DRN-dACC
-0.0187523545663663,0.0180772299445829,DRN,GLM_04.3a,contr_1,4.9642857142857135,DRN-dACC
-0.0190570635447543,0.0178641745753775,DRN,GLM_04.3a,contr_1,5.053571428571429,DRN-dACC
-0.0195720354804302,0.0175956055055234,DRN,GLM_04.3a,contr_1,5.142857142857143,DRN-dACC
-0.0203214944162558,0.0172764015622041,DRN,GLM_04.3a,contr_1,5.232142857142857,DRN-dACC
-0.0213134727038591,0.016915423881851,DRN,GLM_04.3a,contr_1,5.321428571428571,DRN-dACC
-0.0225423732624134,0.0165234807542096,DRN,GLM_04.3a,contr_1,5.4107142857142865,DRN-dACC
-0.0239839613686172,0.0161136642722906,DRN,GLM_04.3a,contr_1,5.5,DRN-dACC
-0.0256113173746994,0.0156989404244364,DRN,GLM_04.3a,contr_1,5.5892857142857135,DRN-dACC
-0.0273953838065282,0.0152928429283485,DRN,GLM_04.3a,contr_1,5.678571428571429,DRN-dACC
-0.029291726705304,0.0149096798222675,DRN,GLM_04.3a,contr_1,5.767857142857143,DRN-dACC
-0.031233489507698,0.0145635419721335,DRN,GLM_04.3a,contr_1,5.857142857142857,DRN-dACC
-0.0331388775839387,0.0142690006962509,DRN,GLM_04.3a,contr_1,5.946428571428571,DRN-dACC
-0.0349223937278475,0.0140429335725628,DRN,GLM_04.3a,contr_1,6.0357142857142865,DRN-dACC
-0.036494703515155,0.0139020579524397,DRN,GLM_04.3a,contr_1,6.125,DRN-dACC
-0.0377794254460843,0.0138597373050088,DRN,GLM_04.3a,contr_1,6.2142857142857135,DRN-dACC
-0.0387176615809829,0.0139205124612312,DRN,GLM_04.3a,contr_1,6.303571428571429,DRN-dACC
-0.0392597466306384,0.0140772296948637,DRN,GLM_04.3a,contr_1,6.392857142857142,DRN-dACC
-0.039366470597756,0.0143122709143298,DRN,GLM_04.3a,contr_1,6.482142857142858,DRN-dACC
-0.039009678772062,0.0145984079612889,DRN,GLM_04.3a,contr_1,6.571428571428571,DRN-dACC
-0.0381869056563427,0.0149023007688439,DRN,GLM_04.3a,contr_1,6.6607142857142865,DRN-dACC
-0.0369118508916901,0.0151904544262181,DRN,GLM_04.3a,contr_1,6.75,DRN-dACC
-0.035212562852719,0.0154350290049164,DRN,GLM_04.3a,contr_1,6.8392857142857135,DRN-dACC
-0.0331333676824005,0.0156193487274482,DRN,GLM_04.3a,contr_1,6.928571428571429,DRN-dACC
-0.0307234151086316,0.0157394714382512,DRN,GLM_04.3a,contr_1,7.017857142857142,DRN-dACC
-0.0280318694094051,0.0158058608549617,DRN,GLM_04.3a,contr_1,7.107142857142858,DRN-dACC
-0.0251014765494836,0.0158403732573085,DRN,GLM_04.3a,contr_1,7.196428571428571,DRN-dACC
-0.0219804646815298,0.0158706071226414,DRN,GLM_04.3a,contr_1,7.2857142857142865,DRN-dACC
-0.0187261154765651,0.015922551545791,DRN,GLM_04.3a,contr_1,7.375,DRN-dACC
-0.0153950951455018,0.0160159941481209,DRN,GLM_04.3a,contr_1,7.4642857142857135,DRN-dACC
-0.012056914280094,0.0161603054590205,DRN,GLM_04.3a,contr_1,7.553571428571429,DRN-dACC
-0.00878529891006343,0.0163523556265905,DRN,GLM_04.3a,contr_1,7.642857142857142,DRN-dACC
-0.00566379020034529,0.0165778431090077,DRN,GLM_04.3a,contr_1,7.732142857142858,DRN-dACC
-0.00278359847442104,0.0168146279462447,DRN,GLM_04.3a,contr_1,7.821428571428571,DRN-dACC
-2.34157072546468e-4,0.0170368857463368,DRN,GLM_04.3a,contr_1,7.9107142857142865,DRN-dACC
0.00190556340129825,0.0172210944244522,DRN,GLM_04.3a,contr_1,8,DRN-dACC
